"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
4415,"2015-12-11","Lekki","Italiano","Tomato/Cheese","3000",1,"09:33:29","Morning to Afternoon","3000"
4416,"2015-12-11","Surulere","BBQ Chicken","Chicken","4000",4,"09:33:30","Morning to Afternoon","16000"
4417,"2015-12-09","Ibadan","Veggie Supreme","Vegetable","3000",2,"09:33:30","Morning to Afternoon","6000"
4418,"2015-12-06","Ikoyi","Extravaganza","Pepperoni/Beef","2000",1,"09:33:30","Morning to Afternoon","2000"
4419,"2015-12-05","Gbagada","Meatzaa","Beef","2000",3,"09:33:32","Morning to Afternoon","6000"
4420,"2015-12-08","Ikoyi","Italiano","Tomato/Cheese","3000",1,"09:33:32","Morning to Afternoon","3000"
4421,"2015-12-03","Ibadan","Chicken Legend","Chicken","2000",1,"09:33:32","Morning to Afternoon","2000"
4422,"2015-12-03","Gbagada","Margarita","Vegetable","4000",1,"09:33:34","Morning to Afternoon","4000"
4423,"2015-12-13","Ibadan","Pepperoni Feast","Salami","4000",1,"09:33:34","Morning to Afternoon","4000"
4424,"2015-12-12","Ibadan","Hot Veggie","Vegetable","4000",3,"09:33:35","Morning to Afternoon","12000"
4425,"2015-12-04","Lekki","Chicken Bali","Chicken","2000",1,"09:33:35","Morning to Afternoon","2000"
4426,"2015-12-11","Gbagada","Chicken Suya","Chicken","4000",2,"09:33:36","Morning to Afternoon","8000"
4427,"2015-12-11","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:33:36","Morning to Afternoon","10000"
4428,"2015-12-11","Lekki","Hot Veggie","Vegetable","4000",5,"09:33:36","Morning to Afternoon","20000"
4429,"2015-12-03","Ikoyi","Italiano","Tomato/Cheese","3000",3,"09:33:37","Morning to Afternoon","9000"
4430,"2015-12-08","Gbagada","Italiano","Tomato/Cheese","3000",1,"09:33:37","Morning to Afternoon","3000"
4431,"2015-12-03","Ikoyi","Italiano","Tomato/Cheese","3000",2,"09:33:38","Morning to Afternoon","6000"
4432,"2015-12-14","Ikoyi","Beef Suya","Beef","3000",1,"09:33:40","Morning to Afternoon","3000"
4433,"2015-12-07","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:33:41","Morning to Afternoon","10000"
4434,"2015-12-15","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:33:43","Morning to Afternoon","3000"
4435,"2015-12-10","Ibadan","Chicken Suya","Chicken","4000",5,"09:33:44","Morning to Afternoon","20000"
4436,"2015-12-14","Surulere","BBQ Chicken","Chicken","4000",4,"09:33:45","Morning to Afternoon","16000"
4437,"2015-12-03","Lekki","BBQ Chicken","Chicken","4000",1,"09:33:47","Morning to Afternoon","4000"
4438,"2015-12-05","Ibadan","Pepperoni Feast","Salami","4000",5,"09:33:48","Morning to Afternoon","20000"
4439,"2015-12-14","Ikoyi","Hot Veggie","Vegetable","4000",5,"09:33:49","Morning to Afternoon","20000"
4440,"2015-12-09","Gbagada","Chicken Bali","Chicken","2000",1,"09:33:50","Morning to Afternoon","2000"
4441,"2015-12-11","Lekki","Chicken Feast","Chicken","2000",5,"09:33:50","Morning to Afternoon","10000"
4442,"2015-12-10","Lekki","Extravaganza","Pepperoni/Beef","2000",5,"09:33:51","Morning to Afternoon","10000"
4443,"2015-12-03","Surulere","Italiano","Tomato/Cheese","3000",4,"09:33:51","Morning to Afternoon","12000"
4444,"2015-12-05","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:33:52","Morning to Afternoon","15000"
4445,"2015-12-06","Gbagada","Hot Veggie","Vegetable","4000",1,"09:33:53","Morning to Afternoon","4000"
4446,"2015-12-09","Ibadan","Extravaganza","Pepperoni/Beef","2000",1,"09:33:56","Morning to Afternoon","2000"
4447,"2015-12-12","Lekki","Chicken Legend","Chicken","2000",4,"09:33:57","Morning to Afternoon","8000"
4448,"2015-12-08","Ibadan","Meatzaa","Beef","2000",2,"09:33:57","Morning to Afternoon","4000"
4449,"2015-12-04","Ibadan","Chicken Suya","Chicken","4000",3,"09:33:59","Morning to Afternoon","12000"
4450,"2015-12-12","Ibadan","Chicken Legend","Chicken","2000",2,"09:33:59","Morning to Afternoon","4000"
4451,"2015-12-11","Lekki","Beef Suya","Beef","3000",5,"09:34:00","Morning to Afternoon","15000"
4452,"2015-12-05","Ibadan","Chicken Feast","Chicken","2000",1,"09:34:03","Morning to Afternoon","2000"
4453,"2015-12-06","Ikoyi","Chicken Suya","Chicken","4000",2,"09:34:04","Morning to Afternoon","8000"
4454,"2015-12-09","Surulere","Veggie Supreme","Vegetable","3000",3,"09:34:04","Morning to Afternoon","9000"
4455,"2015-12-10","Ibadan","Chicken Feast","Chicken","2000",3,"09:34:06","Morning to Afternoon","6000"
4456,"2015-12-14","Ibadan","Chicken Feast","Chicken","2000",1,"09:34:09","Morning to Afternoon","2000"
4457,"2015-12-10","Lekki","Chicken Legend","Chicken","2000",3,"09:34:10","Morning to Afternoon","6000"
4458,"2015-12-14","Gbagada","Veggie Supreme","Vegetable","3000",2,"09:34:10","Morning to Afternoon","6000"
4459,"2015-12-03","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:34:11","Morning to Afternoon","12000"
4460,"2015-12-14","Ikoyi","Extravaganza","Pepperoni/Beef","2000",1,"09:34:13","Morning to Afternoon","2000"
4461,"2015-12-10","Gbagada","Extravaganza","Pepperoni/Beef","2000",2,"09:34:13","Morning to Afternoon","4000"
4462,"2015-12-08","Ibadan","Chicken Feast","Chicken","2000",1,"09:34:13","Morning to Afternoon","2000"
4463,"2015-12-15","Surulere","Chicken Feast","Chicken","2000",2,"09:34:14","Morning to Afternoon","4000"
4464,"2015-12-12","Ikoyi","Chicken Suya","Chicken","4000",2,"09:34:18","Morning to Afternoon","8000"
4465,"2015-12-05","Lekki","Chicken Bali","Chicken","2000",3,"09:34:18","Morning to Afternoon","6000"
4466,"2015-12-13","Ikoyi","BBQ Philly Steak","Beef","4000",5,"09:34:18","Morning to Afternoon","20000"
4467,"2015-12-11","Surulere","Italiano","Tomato/Cheese","3000",5,"09:34:20","Morning to Afternoon","15000"
4468,"2015-12-03","Surulere","Hot Veggie","Vegetable","4000",3,"09:34:20","Morning to Afternoon","12000"
4469,"2015-12-03","Surulere","Chicken Feast","Chicken","2000",3,"09:34:20","Morning to Afternoon","6000"
4470,"2015-12-12","Gbagada","Meatzaa","Beef","2000",1,"09:34:20","Morning to Afternoon","2000"
4471,"2015-12-06","Ibadan","Extravaganza","Pepperoni/Beef","2000",5,"09:34:26","Morning to Afternoon","10000"
4472,"2015-12-04","Surulere","Hot Pepperoni Feast","Salami","4000",5,"09:34:27","Morning to Afternoon","20000"
4473,"2015-12-09","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:34:28","Morning to Afternoon","15000"
4474,"2015-12-04","Ikoyi","Chicken Bali","Chicken","2000",4,"09:34:29","Morning to Afternoon","8000"
4475,"2015-12-13","Surulere","Extravaganza","Pepperoni/Beef","2000",2,"09:34:30","Morning to Afternoon","4000"
4476,"2015-12-08","Ikoyi","Chicken Feast","Chicken","2000",4,"09:34:32","Morning to Afternoon","8000"
4477,"2015-12-07","Ikoyi","Italiano","Tomato/Cheese","3000",4,"09:34:32","Morning to Afternoon","12000"
4478,"2015-12-14","Ibadan","Veggie Supreme","Vegetable","3000",3,"09:34:33","Morning to Afternoon","9000"
4479,"2015-12-04","Gbagada","Beef Suya","Beef","3000",5,"09:34:34","Morning to Afternoon","15000"
4480,"2015-12-14","Surulere","Beef Suya","Beef","3000",3,"09:34:35","Morning to Afternoon","9000"
4481,"2015-12-15","Surulere","Hot Veggie","Vegetable","4000",1,"09:34:35","Morning to Afternoon","4000"
4482,"2015-12-04","Gbagada","Chicken Bali","Chicken","2000",2,"09:34:36","Morning to Afternoon","4000"
4483,"2015-12-05","Ikoyi","Extravaganza","Pepperoni/Beef","2000",5,"09:34:37","Morning to Afternoon","10000"
4484,"2015-12-13","Gbagada","Chicken Bali","Chicken","2000",4,"09:34:39","Morning to Afternoon","8000"
4485,"2015-12-04","Ikoyi","Extravaganza","Pepperoni/Beef","2000",4,"09:34:39","Morning to Afternoon","8000"
4486,"2015-12-13","Ibadan","Hot Veggie","Vegetable","4000",3,"09:34:41","Morning to Afternoon","12000"
4487,"2015-12-09","Ikoyi","Extravaganza","Pepperoni/Beef","2000",3,"09:34:41","Morning to Afternoon","6000"
4488,"2015-12-07","Ibadan","BBQ Philly Steak","Beef","4000",4,"09:34:42","Morning to Afternoon","16000"
4489,"2015-12-10","Gbagada","Italiano","Tomato/Cheese","3000",1,"09:34:43","Morning to Afternoon","3000"
4490,"2015-12-13","Gbagada","Italiano","Tomato/Cheese","3000",5,"09:34:43","Morning to Afternoon","15000"
4491,"2015-12-14","Gbagada","Beef Suya","Beef","3000",4,"09:34:44","Morning to Afternoon","12000"
4492,"2015-12-10","Surulere","Beef Suya","Beef","3000",3,"09:34:44","Morning to Afternoon","9000"
4493,"2015-12-13","Gbagada","Chicken Suya","Chicken","4000",3,"09:34:44","Morning to Afternoon","12000"
4494,"2015-12-06","Gbagada","Margarita","Vegetable","4000",1,"09:34:45","Morning to Afternoon","4000"
4495,"2015-12-11","Ibadan","Chicken Feast","Chicken","2000",5,"09:34:46","Morning to Afternoon","10000"
4496,"2015-12-12","Ikoyi","Chicken Suya","Chicken","4000",4,"09:34:47","Morning to Afternoon","16000"
4497,"2015-12-11","Ibadan","Meatzaa","Beef","2000",5,"09:34:48","Morning to Afternoon","10000"
4498,"2015-12-05","Lekki","Chicken Bali","Chicken","2000",1,"09:34:50","Morning to Afternoon","2000"
4499,"2015-12-06","Surulere","Chicken Suya","Chicken","4000",4,"09:34:51","Morning to Afternoon","16000"
4500,"2015-12-09","Ibadan","Veggie Supreme","Vegetable","3000",1,"09:34:51","Morning to Afternoon","3000"
4501,"2015-12-14","Lekki","Margarita","Vegetable","4000",5,"09:34:53","Morning to Afternoon","20000"
4502,"2015-12-03","Surulere","Beef Suya","Beef","3000",2,"09:34:53","Morning to Afternoon","6000"
4503,"2015-12-10","Gbagada","Hot Veggie","Vegetable","4000",1,"09:34:53","Morning to Afternoon","4000"
4504,"2015-12-08","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"09:34:54","Morning to Afternoon","12000"
4505,"2015-12-10","Surulere","Beef Suya","Beef","3000",3,"09:34:55","Morning to Afternoon","9000"
4506,"2015-12-04","Surulere","BBQ Chicken","Chicken","4000",2,"09:34:56","Morning to Afternoon","8000"
4507,"2015-12-07","Gbagada","Margarita","Vegetable","4000",1,"09:34:56","Morning to Afternoon","4000"
4508,"2015-12-06","Surulere","Veggie Supreme","Vegetable","3000",5,"09:34:58","Morning to Afternoon","15000"
4509,"2015-12-03","Lekki","Extravaganza","Pepperoni/Beef","2000",5,"09:34:59","Morning to Afternoon","10000"
4510,"2015-12-06","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:35:00","Morning to Afternoon","9000"
4511,"2015-12-11","Gbagada","Hot Pepperoni Feast","Salami","4000",4,"09:35:02","Morning to Afternoon","16000"
4512,"2015-12-08","Lekki","Italiano","Tomato/Cheese","3000",3,"09:35:04","Morning to Afternoon","9000"
4513,"2015-12-08","Gbagada","Chicken Bali","Chicken","2000",2,"09:35:05","Morning to Afternoon","4000"
4514,"2015-12-05","Gbagada","Chicken Suya","Chicken","4000",1,"09:35:08","Morning to Afternoon","4000"
4515,"2015-12-03","Ikoyi","Hot Veggie","Vegetable","4000",3,"09:35:11","Morning to Afternoon","12000"
4516,"2015-12-04","Lekki","BBQ Philly Steak","Beef","4000",2,"09:35:12","Morning to Afternoon","8000"
4517,"2015-12-05","Gbagada","Extravaganza","Pepperoni/Beef","2000",1,"09:35:14","Morning to Afternoon","2000"
4518,"2015-12-10","Lekki","BBQ Philly Steak","Beef","4000",3,"09:35:14","Morning to Afternoon","12000"
4519,"2015-12-14","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:35:14","Morning to Afternoon","4000"
4520,"2015-12-06","Lekki","Veggie Supreme","Vegetable","3000",1,"09:35:18","Morning to Afternoon","3000"
4521,"2015-12-11","Gbagada","Chicken Bali","Chicken","2000",4,"09:35:18","Morning to Afternoon","8000"
4522,"2015-12-06","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:35:20","Morning to Afternoon","6000"
4523,"2015-12-11","Gbagada","Beef Suya","Beef","3000",4,"09:35:20","Morning to Afternoon","12000"
4524,"2015-12-07","Lekki","Veggie Supreme","Vegetable","3000",5,"09:35:20","Morning to Afternoon","15000"
4525,"2015-12-03","Surulere","Chicken Bali","Chicken","2000",1,"09:35:20","Morning to Afternoon","2000"
4526,"2015-12-06","Ibadan","Italiano","Tomato/Cheese","3000",5,"09:35:20","Morning to Afternoon","15000"
4527,"2015-12-15","Lekki","Chicken Feast","Chicken","2000",3,"09:35:23","Morning to Afternoon","6000"
4528,"2015-12-07","Ibadan","Hot Veggie","Vegetable","4000",4,"09:35:23","Morning to Afternoon","16000"
4529,"2015-12-13","Surulere","BBQ Philly Steak","Beef","4000",4,"09:35:25","Morning to Afternoon","16000"
4530,"2015-12-10","Ibadan","Italiano","Tomato/Cheese","3000",2,"09:35:26","Morning to Afternoon","6000"
4531,"2015-12-12","Ikoyi","Chicken Bali","Chicken","2000",5,"09:35:26","Morning to Afternoon","10000"
4532,"2015-12-08","Ikoyi","Chicken Legend","Chicken","2000",1,"09:35:27","Morning to Afternoon","2000"
4533,"2015-12-04","Ibadan","Meatzaa","Beef","2000",3,"09:35:28","Morning to Afternoon","6000"
4534,"2015-12-08","Lekki","Meatzaa","Beef","2000",1,"09:35:29","Morning to Afternoon","2000"
4535,"2015-12-10","Ikoyi","Beef Suya","Beef","3000",5,"09:35:29","Morning to Afternoon","15000"
4536,"2015-12-14","Ikoyi","Meatzaa","Beef","2000",5,"09:35:30","Morning to Afternoon","10000"
4537,"2015-12-08","Ikoyi","Chicken Feast","Chicken","2000",5,"09:35:30","Morning to Afternoon","10000"
4538,"2015-12-04","Ikoyi","Hot Pepperoni Feast","Salami","4000",5,"09:35:31","Morning to Afternoon","20000"
4539,"2015-12-08","Ikoyi","Chicken Suya","Chicken","4000",1,"09:35:32","Morning to Afternoon","4000"
4540,"2015-12-03","Ikoyi","BBQ Philly Steak","Beef","4000",5,"09:35:32","Morning to Afternoon","20000"
4541,"2015-12-04","Gbagada","Pepperoni Feast","Salami","4000",4,"09:35:32","Morning to Afternoon","16000"
4542,"2015-12-07","Gbagada","Meatzaa","Beef","2000",5,"09:35:34","Morning to Afternoon","10000"
4543,"2015-12-09","Surulere","Pepperoni Feast","Salami","4000",3,"09:35:34","Morning to Afternoon","12000"
4544,"2015-12-06","Ibadan","Chicken Suya","Chicken","4000",3,"09:35:35","Morning to Afternoon","12000"
4545,"2015-12-05","Surulere","Veggie Supreme","Vegetable","3000",5,"09:35:36","Morning to Afternoon","15000"
4546,"2015-12-13","Ikoyi","Extravaganza","Pepperoni/Beef","2000",3,"09:35:37","Morning to Afternoon","6000"
4547,"2015-12-09","Gbagada","Chicken Suya","Chicken","4000",4,"09:35:38","Morning to Afternoon","16000"
4548,"2015-12-06","Surulere","Beef Suya","Beef","3000",1,"09:35:38","Morning to Afternoon","3000"
4549,"2015-12-14","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:35:40","Morning to Afternoon","16000"
4550,"2015-12-08","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:35:42","Morning to Afternoon","10000"
4551,"2015-12-11","Gbagada","Chicken Suya","Chicken","4000",4,"09:35:43","Morning to Afternoon","16000"
4552,"2015-12-14","Surulere","BBQ Philly Steak","Beef","4000",4,"09:35:44","Morning to Afternoon","16000"
4553,"2015-12-09","Lekki","BBQ Philly Steak","Beef","4000",2,"09:35:44","Morning to Afternoon","8000"
4554,"2015-12-14","Ikoyi","Chicken Suya","Chicken","4000",5,"09:35:44","Morning to Afternoon","20000"
4555,"2015-12-06","Ibadan","Chicken Feast","Chicken","2000",1,"09:35:45","Morning to Afternoon","2000"
4556,"2015-12-06","Surulere","Chicken Legend","Chicken","2000",5,"09:35:45","Morning to Afternoon","10000"
4557,"2015-12-05","Lekki","Chicken Feast","Chicken","2000",3,"09:35:46","Morning to Afternoon","6000"
4558,"2015-12-07","Ikoyi","Beef Suya","Beef","3000",4,"09:35:46","Morning to Afternoon","12000"
4559,"2015-12-11","Gbagada","Meatzaa","Beef","2000",2,"09:35:46","Morning to Afternoon","4000"
4560,"2015-12-14","Surulere","Extravaganza","Pepperoni/Beef","2000",2,"09:35:47","Morning to Afternoon","4000"
4561,"2015-12-11","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:35:47","Morning to Afternoon","15000"
4562,"2015-12-07","Surulere","Meatzaa","Beef","2000",1,"09:35:47","Morning to Afternoon","2000"
4563,"2015-12-04","Gbagada","Italiano","Tomato/Cheese","3000",1,"09:35:48","Morning to Afternoon","3000"
4564,"2015-12-03","Gbagada","Pepperoni Feast","Salami","4000",5,"09:35:48","Morning to Afternoon","20000"
4565,"2015-12-14","Gbagada","Hot Pepperoni Feast","Salami","4000",4,"09:35:48","Morning to Afternoon","16000"
4566,"2015-12-10","Surulere","Margarita","Vegetable","4000",5,"09:35:50","Morning to Afternoon","20000"
4567,"2015-12-09","Gbagada","BBQ Philly Steak","Beef","4000",5,"09:35:55","Morning to Afternoon","20000"
4568,"2015-12-09","Ikoyi","Chicken Suya","Chicken","4000",1,"09:35:55","Morning to Afternoon","4000"
4569,"2015-12-08","Surulere","Chicken Suya","Chicken","4000",3,"09:35:57","Morning to Afternoon","12000"
4570,"2015-12-06","Lekki","Beef Suya","Beef","3000",3,"09:35:57","Morning to Afternoon","9000"
4571,"2015-12-04","Lekki","Margarita","Vegetable","4000",5,"09:35:57","Morning to Afternoon","20000"
4572,"2015-12-14","Surulere","Hot Pepperoni Feast","Salami","4000",5,"09:35:58","Morning to Afternoon","20000"
4573,"2015-12-15","Surulere","Extravaganza","Pepperoni/Beef","2000",4,"09:35:58","Morning to Afternoon","8000"
4574,"2015-12-03","Surulere","Hot Pepperoni Feast","Salami","4000",5,"09:35:59","Morning to Afternoon","20000"
4575,"2015-12-09","Surulere","BBQ Philly Steak","Beef","4000",2,"09:35:59","Morning to Afternoon","8000"
4576,"2015-12-10","Ikoyi","Chicken Legend","Chicken","2000",1,"09:35:59","Morning to Afternoon","2000"
4577,"2015-12-12","Surulere","Pepperoni Feast","Salami","4000",3,"09:36:00","Morning to Afternoon","12000"
4578,"2015-12-13","Ibadan","Pepperoni Feast","Salami","4000",5,"09:36:00","Morning to Afternoon","20000"
4579,"2015-12-10","Gbagada","Chicken Suya","Chicken","4000",3,"09:36:02","Morning to Afternoon","12000"
4580,"2015-12-09","Ikoyi","Beef Suya","Beef","3000",2,"09:36:02","Morning to Afternoon","6000"
4581,"2015-12-08","Ibadan","Pepperoni Feast","Salami","4000",5,"09:36:02","Morning to Afternoon","20000"
4582,"2015-12-11","Ikoyi","Extravaganza","Pepperoni/Beef","2000",3,"09:36:03","Morning to Afternoon","6000"
4583,"2015-12-07","Ibadan","Hot Veggie","Vegetable","4000",4,"09:36:03","Morning to Afternoon","16000"
4584,"2015-12-12","Gbagada","Chicken Legend","Chicken","2000",4,"09:36:04","Morning to Afternoon","8000"
4585,"2015-12-11","Surulere","Chicken Feast","Chicken","2000",4,"09:36:04","Morning to Afternoon","8000"
4586,"2015-12-05","Lekki","Margarita","Vegetable","4000",5,"09:36:05","Morning to Afternoon","20000"
4587,"2015-12-09","Surulere","Chicken Legend","Chicken","2000",4,"09:36:06","Morning to Afternoon","8000"
4588,"2015-12-04","Gbagada","Veggie Supreme","Vegetable","3000",1,"09:36:06","Morning to Afternoon","3000"
4589,"2015-12-10","Ikoyi","Pepperoni Feast","Salami","4000",1,"09:36:07","Morning to Afternoon","4000"
4590,"2015-12-12","Surulere","Italiano","Tomato/Cheese","3000",2,"09:36:07","Morning to Afternoon","6000"
4591,"2015-12-07","Ibadan","Pepperoni Feast","Salami","4000",1,"09:36:10","Morning to Afternoon","4000"
4592,"2015-12-13","Gbagada","Italiano","Tomato/Cheese","3000",1,"09:36:12","Morning to Afternoon","3000"
4593,"2015-12-07","Lekki","Chicken Bali","Chicken","2000",1,"09:36:12","Morning to Afternoon","2000"
4594,"2015-12-08","Ikoyi","BBQ Chicken","Chicken","4000",5,"09:36:12","Morning to Afternoon","20000"
4595,"2015-12-08","Gbagada","Chicken Feast","Chicken","2000",5,"09:36:13","Morning to Afternoon","10000"
4596,"2015-12-13","Ikoyi","Chicken Suya","Chicken","4000",2,"09:36:13","Morning to Afternoon","8000"
4597,"2015-12-13","Ibadan","Pepperoni Feast","Salami","4000",3,"09:36:14","Morning to Afternoon","12000"
4598,"2015-12-12","Lekki","Chicken Bali","Chicken","2000",1,"09:36:14","Morning to Afternoon","2000"
4599,"2015-12-10","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:36:14","Morning to Afternoon","9000"
4600,"2015-12-15","Ibadan","Chicken Suya","Chicken","4000",4,"09:36:14","Morning to Afternoon","16000"
